"PAT_ZIP","SITE_ZIP","total_enc_cnt"
"01922","02109","6"
"01945","01960","56"
"01950","02481","2"
"01950","01960","13"
"01950","01803","5"
"01951","02138","1"
"01952","02155","2"
"01952","01960","15"
"01938","02109","15"
"01938","01824","1"
"02025","02215","1"
"01965","01915","13"
"01966","02215","2"
"01969","02109","2"
"01982","02109","4"
"01982","01803","2"
"02018","02026","3"
"02019","02467","13"
"02021","02215","24"
"02026","02062","38"
"02030","02481","103"
"02030","02215","5"
"02032","02184","4"
"02035","02184","39"
"02038","02169","8"
"02038","01824","5"
"02038","02138","2"
"02038","02026","5"
"02048","02109","10"
"02050","02169","22"
"02050","02481","13"
"02052","02062","19"
"02053","02184","6"
"02056","02109","27"
"02061","01803","4"
"02067","02215","33"
"02072","02169","79"
"02072","02109","28"
"02108","02138","1"
"02111","02109","90"
"02113","02481","5"
"02090","01960","4"
"02119","02215","391"
"02119","02109","125"
"02114","02144","4"
"02114","02481","1"
"02115","02481","29"
"02116","02184","30"
"02118","02138","10"
"02186","02184","388"
"02186","02215","80"
"02322","02109","6"
"02176","02155","367"
"02176","01803","40"
"02148","02155","960"
"02163","02169","2"
"02332","02169","33"
"02333","02169","9"
"02338","02109","6"
"02176","02467","3"
"02176","02481","1"
"02180","01960","45"
"02188","02481","20"
"02149","02215","39"
"02180","02138","13"
"02189","02184","625"
"02150","01803","1"
"02151","02144","27"
"02151","01824","3"
"02152","02215","68"
"02152","02184","6"
"02191","02215","1"
"02170","02215","19"
"02170","02467","7"
"02199","02481","2"
"02199","02467","6"
"02215","02481","22"
"02215","02184","13"
"02215","02467","5"
"02215","02144","7"
"02171","02467","3"
"02186","02138","14"
"02135","01803","5"
"02135","01742","2"
"02121","02184","54"
"02129","01960","6"
"02129","02184","16"
"02143","02481","14"
"02123","02144","3"
"02124","02138","24"
"02136","02481","152"
"02144","02109","101"
"02136","02026","12"
"02131","02169","17"
"02138","02138","797"
"02126","02109","28"
"02126","02481","21"
"02126","02138","8"
"02126","02144","8"
"02132","02481","549"
"02127","02155","5"
"02132","01824","12"
"02139","01960","6"
"02139","02467","1"
"02128","02155","62"
"02128","01803","3"
"02119","01915","3"
"02134","02215","133"
"02134","02184","6"
"02472","02144","223"
"02446","01803","3"
"02472","02472","53"
"02346","02109","18"
"02351","02109","5"
"02447","02467","8"
"02451","02215","5"
"03079","01803","7"
"02356","02215","3"
"02453","02467","69"
"02453","02144","54"
"02474","02155","206"
"11217","02481","3"
"14051","02215","1"
"29229","02481","11"
"32084","01803","5"
"33487","01960","1"
"35763","02215","9"
"03104","01803","6"
"03104","01960","26"
"03110","02155","2"
"03222","01742","2"
"03246","01915","1"
"03290","02109","4"
"03753","02109","1"
"02474","01824","35"
"03873","02169","4"
"03878","02109","2"
"03885","01824","2"
"03885","01960","2"
"03910","01824","2"
"04006","02481","1"
"04048","01915","1"
"04074","01915","1"
"04441","01803","3"
"10024","02138","6"
"11215","02144","3"
"02368","02138","8"
"02476","01803","34"
"76252","02109","6"
"85365","02144","1"
"90740","02215","2"
"91335","02184","1"
"94107","02138","4"
"98036","02109","1"
"02458","01742","6"
"02459","02467","61"
"02459","02138","20"
"02494","01803","5"
"02494","02026","9"
"02532","02215","1"
"02536","02109","2"
"02538","02184","16"
"02558","02138","4"
"02558","02144","4"
"02478","02481","109"
"02478","01742","4"
"02576","02215","2"
"02601","02184","4"
"02630","02481","1"
"02633","02109","6"
"02633","02184","2"
"02646","02026","3"
"02649","01824","2"
"02660","02184","2"
"02668","02481","1"
"02368","01960","1"
"02460","02481","232"
"02460","02155","2"
"02703","02026","2"
"02717","02169","2"
"02744","02169","3"
"02478","02472","40"
"02767","02467","7"
"02767","02481","2"
"02780","02184","57"
"02375","02481","5"
"02464","02138","17"
"02464","02215","3"
"02481","02467","12"
"02790","02109","3"
"02806","02481","2"
"02860","02467","2"
"02906","02109","6"
"02920","02169","5"
"02482","02481","487"
"03051","01824","35"
"03055","02138","3"
"02420","02109","9"
"02466","02467","21"
"02339","02184","210"
"02339","02467","3"
"02339","02215","1"
"02445","02109","98"
"02467","02138","3"
"02341","02138","2"
"02343","02467","2"
"02445","02184","5"
"02445","01742","1"
"01510","02155","2"
"01541","02481","3"
"01568","02109","2"
"01602","02481","27"
"01602","02215","4"
"01606","02215","1"
"01701","02138","27"
"01027","02481","6"
"01054","02138","1"
"01063","01803","1"
"01201","02184","3"
"01440","02109","15"
"01450","02144","4"
"01451","02481","4"
"01451","01742","6"
"01453","02481","23"
"01453","02144","4"
"01460","02481","11"
"01460","02169","31"
"01462","01742","6"
"01468","01824","17"
"01742","02215","6"
"01701","02184","1"
"01719","01803","10"
"01720","02215","16"
"01721","02467","3"
"01721","02215","4"
"01730","02155","23"
"01730","02215","22"
"01730","02109","4"
"01740","02481","9"
"01741","02481","17"
"01754","02467","3"
"01757","02481","50"
"01757","01742","2"
"01757","02138","2"
"01757","02062","1"
"01760","02215","9"
"01747","01803","2"
"01747","02109","2"
"01749","01824","33"
"01749","01742","18"
"01752","02144","4"
"01773","02109","10"
"01773","02467","3"
"01775","01803","13"
"01775","01824","5"
"01775","02155","10"
"01776","01742","27"
"01810","02481","3"
"01821","01824","506"
"01824","02481","44"
"01845","01915","34"
"01845","02184","7"
"01845","02155","57"
"01845","01824","28"
"01824","02467","1"
"01826","01824","551"
"01826","01915","17"
"01826","01742","18"
"01826","02138","12"
"01827","02184","2"
"01832","01742","1"
"01833","01915","107"
"01835","01960","27"
"01835","02155","4"
"01841","02138","1"
"01841","01960","12"
"01844","02155","13"
"01844","01824","75"
"01844","01960","15"
"01844","02481","8"
"01845","02138","35"
"01851","01915","51"
"01854","01960","6"
"01854","01742","8"
"01862","02138","7"
"01880","01915","36"
"01880","01960","174"
"01863","01824","275"
"01863","01960","2"
"01864","02155","11"
"01864","01824","13"
"01864","02481","1"
"01864","01742","1"
"01866","01803","1"
"01867","01915","39"
"01867","01742","3"
"01867","02184","8"
"01876","02215","42"
"01886","01803","76"
"01903","01960","9"
"01904","02109","5"
"01890","02215","9"
"01923","01915","239"
"01923","02109","8"
"01923","02215","16"
"01930","01960","162"
"01930","01915","170"
"01930","01803","4"
"01906","02109","20"
"01907","01803","1"
"01913","02467","3"
"01923","02144","3"
"01940","02215","3"
"01944","01915","9"
"01945","02155","1"
"01950","02138","3"
"01950","02109","14"
"01960","02155","29"
"01951","02109","5"
"02021","02169","61"
"02025","02169","95"
"01966","01915","21"
"01970","02138","9"
"01970","01803","12"
"02021","02155","3"
"02026","01803","3"
"02026","01915","2"
"02030","02467","3"
"02045","02169","79"
"02035","02155","4"
"02038","02184","16"
"02062","01824","2"
"02050","02215","1"
"02052","02481","167"
"02053","02481","47"
"02054","02109","2"
"02061","02481","10"
"02062","02215","10"
"02072","02481","96"
"02108","02215","7"
"02111","02481","7"
"02081","01742","1"
"02090","02215","56"
"02067","02467","49"
"02114","02184","1"
"02114","02138","20"
"02116","01742","2"
"02116","02467","5"
"02118","02144","1"
"02186","02481","28"
"02155","02215","77"
"02155","02481","18"
"02171","02481","22"
"02176","02215","44"
"02176","02138","34"
"02324","02184","159"
"02324","02144","12"
"02330","02184","11"
"02330","02169","4"
"02148","02215","109"
"02148","01960","78"
"02148","02109","190"
"02169","02169","1807"
"02169","02215","82"
"02331","02169","1"
"02332","02215","1"
"02180","02144","42"
"02180","02155","289"
"02180","02215","14"
"02188","02467","1"
"02169","02481","81"
"02149","02109","53"
"02149","01742","2"
"02184","02467","100"
"02189","02144","2"
"02150","02144","11"
"02150","02215","4"
"02189","02467","28"
"02151","02184","14"
"02190","02169","144"
"02191","02481","4"
"02191","02109","21"
"02170","02109","37"
"02170","02138","30"
"02191","02138","1"
"02210","02184","3"
"02215","02138","13"
"02238","02109","21"
"02238","02144","2"
"02301","02026","1"
"02122","02481","37"
"02122","02109","99"
"02129","01915","1"
"02141","02184","2"
"02141","01960","3"
"02122","02155","2"
"02136","02467","1004"
"02136","02155","3"
"02124","02144","43"
"02145","02109","133"
"02131","02026","8"
"02125","02481","39"
"02131","01742","2"
"02138","02144","88"
"02138","02215","96"
"02138","02109","71"
"02138","02184","18"
"02132","02184","17"
"02139","02481","26"
"02139","01803","4"
"02132","02144","3"
"02132","02062","12"
"02128","02144","2"
"02120","02109","30"
"02120","02467","7"
"02128","02184","3"
"02134","01742","1"
"02134","02169","4"
"02472","02481","261"
"02472","02109","50"
"02446","02215","442"
"02346","02184","82"
"02447","02215","2"
"02451","02184","3"
"02451","02467","3"
"02451","01742","3"
"03063","01824","49"
"03063","02481","2"
"03064","02138","1"
"03079","02109","4"
"02356","02169","20"
"02474","02481","60"
"11239","02215","1"
"18015","02138","1"
"21218","02215","1"
"22204","02109","1"
"27560","01915","17"
"32605","02481","4"
"33308","02215","2"
"34229","02467","1"
"44333","02215","7"
"54304","02215","3"
"02360","02184","129"
"02360","02109","43"
"02360","02467","11"
"02360","02155","4"
"02453","02215","34"
"02453","02109","11"
"03106","02109","2"
"03242","01803","4"
"03249","02155","4"
"03465","02215","1"
"03801","01915","1"
"03825","01915","1"
"03841","02155","2"
"02364","02169","10"
"02368","02184","906"
"02368","02467","113"
"02453","02169","1"
"03904","02109","1"
"04042","01915","1"
"05641","02109","1"
"06106","02109","2"
"06475","02481","12"
"06514","02169","1"
"06880","02481","2"
"02458","02144","6"
"63026","02481","4"
"96740","02138","1"
"02368","02026","7"
"02459","02184","2"
"02368","01915","1"
"02459","01803","1"
"02559","02481","2"
"02563","02184","4"
"02563","02215","2"
"02571","02169","14"
"02574","02184","6"
"02632","02138","1"
"02632","02184","2"
"02663","02109","3"
"02368","01824","3"
"02370","02467","37"
"02460","02467","6"
"02703","02062","7"
"02720","02467","34"
"02760","02481","13"
"02760","02215","6"
"02760","02026","3"
"02762","02184","14"
"02461","02144","4"
"02766","02062","1"
"02770","02109","2"
"02780","02169","23"
"02780","02215","9"
"02780","02467","5"
"02375","02467","4"
"02381","02169","1"
"02465","02109","9"
"02481","02109","19"
"02809","02184","28"
"02813","01824","1"
"02904","02184","7"
"02909","02481","4"
"02420","02481","35"
"02481","01742","3"
"02481","01803","1"
"03038","01960","2"
"03038","01915","2"
"03049","01824","1"
"03052","01824","3"
"03053","02155","4"
"03054","01824","3"
"02421","01803","119"
"02421","02138","17"
"02421","01960","5"
"02466","02138","8"
"02466","02184","3"
"02445","02138","20"
"02445","01960","1"
"02466","02169","1"
"02467","02144","10"
"02492","01915","27"
"01510","01824","2"
"01523","02481","1"
"01532","02109","7"
"01534","02481","5"
"01560","02481","10"
"01570","02481","1"
"01602","02467","13"
"01604","02481","11"
"01604","02467","1"
"01606","02481","6"
"01085","01803","3"
"01106","02109","4"
"01106","02215","3"
"01253","01824","2"
"01366","02481","2"
"01420","01742","9"
"01420","02184","7"
"01431","02109","5"
"01432","02138","4"
"01432","01803","8"
"01440","02215","3"
"01453","02215","17"
"01453","01803","10"
"01464","01824","8"
"01501","02481","3"
"01742","01742","85"
"01746","02184","4"
"01701","01742","4"
"01702","02481","255"
"01702","02215","21"
"01718","01742","2"
"01721","02144","1"
"01721","02169","1"
"01730","01960","1"
"01741","01742","16"
"01741","02109","1"
"01752","02467","4"
"01754","01915","1"
"01760","02138","24"
"01772","01803","1"
"01746","02215","1"
"01748","02109","4"
"01748","02062","2"
"01749","02481","29"
"01749","02109","3"
"01803","01803","739"
"01773","02144","1"
"01773","01803","13"
"01776","02215","10"
"01801","02138","83"
"01801","02481","22"
"01801","01742","2"
"01810","02155","89"
"01810","02215","6"
"01821","01742","7"
"01845","01803","35"
"01850","01824","318"
"01850","01915","1"
"01850","02481","5"
"01830","01742","4"
"01830","01803","12"
"01832","01803","14"
"01833","01824","3"
"01841","01824","29"
"01843","01824","16"
"01852","01915","11"
"01854","01915","5"
"01854","02109","1"
"01860","01824","5"
"01860","01915","10"
"01862","02109","4"
"01862","02481","4"
"01862","01960","1"
"01880","02109","39"
"01880","02144","30"
"01863","01803","39"
"01864","01915","70"
"01864","01960","116"
"01876","02155","117"
"01876","01915","54"
"01879","01824","249"
"01887","02138","7"
"01902","02155","6"
"01902","01824","3"
"01904","01915","59"
"01904","01960","296"
"01890","01915","3"
"01902","01803","1"
"01907","01960","67"
"01907","02215","2"
"01915","02109","26"
"01915","02138","7"
"01940","01915","43"
"01945","02144","1"
"01960","02109","16"
"01960","02144","2"
"01937","01960","2"
"01938","01960","75"
"02021","02467","72"
"02025","02184","63"
"02026","02481","342"
"02026","02215","99"
"01970","02155","13"
"01970","02481","4"
"01982","02215","4"
"01983","01915","28"
"01984","01960","14"
"01985","02109","1"
"02019","02481","24"
"02043","02481","26"
"02045","02109","24"
"02035","02026","3"
"02062","02184","67"
"02066","02169","37"
"02066","02184","131"
"02066","02109","20"
"02050","02109","13"
"02050","02467","2"
"02052","02467","133"
"02053","02109","3"
"02054","02062","13"
"02061","02169","9"
"02067","02481","35"
"02067","02062","55"
"02072","02467","78"
"02072","02138","21"
"02081","02169","1"
"02093","02184","15"
"02093","02215","8"
"02093","02026","1"
"02108","01960","1"
"02111","02215","35"
"02111","02184","9"
"02112","02109","5"
"02113","02138","1"
"02081","02138","3"
"02090","02138","1"
"02113","02144","3"
"02114","02109","278"
"02115","02138","16"
"02115","02155","1"
"02118","02215","216"
"02118","02109","307"
"02119","01960","2"
"02188","02169","205"
"02302","02467","60"
"02302","02481","13"
"02303","02169","2"
"02155","02184","7"
"02171","02144","3"
"02176","01960","40"
"02148","02184","8"
"02338","02184","72"
"02169","02144","16"
"02149","01803","20"
"02169","02467","193"
"02169","02138","24"
"02180","02481","1"
"02184","02184","2298"
"02184","01915","4"
"02184","02109","70"
"02189","02109","16"
"02150","02467","3"
"02189","01960","2"
"02151","02138","48"
"02189","01915","1"
"02151","01803","9"
"02151","02481","6"
"02151","02467","19"
"02152","01960","2"
"02152","02481","9"
"02190","02138","1"
"02170","02144","3"
"02215","02215","308"
"02185","02169","30"
"02155","01824","2"
"02269","02184","21"
"02301","02138","5"
"02135","02109","123"
"02140","02215","86"
"02121","02144","1"
"02129","02215","67"
"02129","02138","24"
"02129","01824","3"
"02130","02138","110"
"02141","02144","38"
"02141","02467","7"
"02124","02481","38"
"02144","02155","213"
"02143","02467","18"
"02143","01960","9"
"02132","02467","1216"
"02139","02144","153"
"02132","02155","2"
"02128","02138","99"
"02128","01824","1"
"02120","02169","3"
"02140","02467","8"
"02129","02169","3"
"02134","02481","29"
"02492","02467","35"
"02493","02481","264"
"02493","02109","14"
"02347","02184","15"
"02351","02184","429"
"02351","02169","148"
"02494","01742","1"
"02494","02109","28"
"02494","02467","22"
"03060","01803","4"
"03062","01742","2"
"03063","01803","7"
"03087","02215","4"
"02359","02138","1"
"02359","02215","5"
"02452","02138","30"
"02453","02138","91"
"13032","02215","3"
"14845","02481","1"
"14850","02109","2"
"23805","02144","1"
"29420","02138","1"
"30019","02169","1"
"32218","02109","1"
"33177","02109","2"
"33477","02215","2"
"33625","02215","1"
"33701","02109","1"
"33830","02109","1"
"34116","02184","2"
"48236","02215","1"
"02453","01824","2"
"03087","01824","2"
"03101","01742","1"
"03102","01915","2"
"03104","02144","2"
"03106","02138","1"
"03254","02215","1"
"03301","01915","2"
"03833","02184","2"
"03840","02109","2"
"03841","01824","2"
"02364","02215","4"
"02364","02109","6"
"02367","02138","2"
"02453","01915","5"
"02454","02138","3"
"03878","02215","2"
"04074","02109","10"
"04101","02109","3"
"04101","01960","2"
"06053","02481","5"
"06095","02138","3"
"06107","02481","1"
"06239","02109","3"
"07042","02467","1"
"07086","01915","2"
"08550","02144","11"
"02368","02481","40"
"02458","02467","52"
"02476","02155","61"
"60137","02109","1"
"60202","02215","1"
"72701","01915","5"
"76308","02481","6"
"85086","02155","1"
"90803","02109","2"
"92663","02184","2"
"94107","02109","3"
"98367","02144","1"
"02459","02481","553"
"02459","02144","6"
"02476","01960","2"
"02539","02481","2"
"02562","02169","3"
"02562","02026","1"
"02568","02481","2"
"02571","02184","13"
"02632","02467","1"
"02633","02467","1"
"02647","02138","2"
"02666","02109","2"
"02478","02155","24"
"02703","01915","2"
"02723","02215","1"
"02738","02481","3"
"02760","02109","4"
"02760","02138","1"
"02461","01960","8"
"02461","02215","29"
"02762","02109","2"
"02766","02467","19"
"02767","02215","2"
"02770","02184","31"
"02370","02215","1"
"02379","02184","11"
"02462","02215","14"
"02464","02467","9"
"02464","01742","1"
"02478","01915","1"
"02790","01803","1"
"02790","02184","3"
"02864","02481","11"
"02882","02215","6"
"02903","02144","1"
"02906","02481","9"
"02917","02467","1"
"02919","02481","7"
"02920","02215","1"
"03033","01824","24"
"02420","01824","4"
"02482","01742","1"
"02482","02215","5"
"03038","01824","7"
"03045","02109","3"
"03051","02138","1"
"03051","01803","17"
"03053","01824","30"
"03054","01803","22"
"03054","01742","2"
"03054","02138","1"
"03057","02481","2"
"02420","02169","3"
"02421","02481","111"
"02465","02467","4"
"02445","01915","6"
"02467","02481","114"
"02341","02481","3"
"02341","02169","17"
"01527","02481","7"
"01561","02109","2"
"01568","02481","14"
"01581","02481","47"
"01602","01824","5"
"01603","01803","5"
"01609","02109","4"
"01609","02481","5"
"01610","02138","3"
"01701","02481","523"
"01056","02467","1"
"01083","02138","2"
"01364","02138","1"
"01420","01824","74"
"01420","02155","2"
"01434","02144","1"
"01450","02155","1"
"01450","01960","1"
"01451","02109","3"
"01460","01915","5"
"01462","02481","1"
"01464","01742","5"
"01504","01960","35"
"01505","01824","3"
"01746","02481","180"
"01746","02138","7"
"01702","02109","6"
"01702","02169","1"
"01719","01742","17"
"01721","01742","4"
"01740","01803","9"
"01741","02144","12"
"01742","01824","11"
"01754","02109","5"
"01756","02215","1"
"01760","01742","7"
"01760","02467","41"
"01760","01803","7"
"01770","02481","126"
"01770","02467","26"
"01770","02026","1"
"01748","02481","99"
"01749","01803","8"
"01803","02155","13"
"01775","02215","1"
"01775","02138","1"
"01776","02467","3"
"01778","02481","338"
"01778","02215","14"
"01801","01803","559"
"01801","02155","240"
"01810","02138","2"
"01821","01803","522"
"01824","01824","995"
"01845","02109","15"
"01826","02144","2"
"01826","02155","22"
"01827","01742","1"
"01830","02184","2"
"01832","02155","6"
"01832","01960","6"
"01834","01915","17"
"01841","02109","2"
"01843","01915","4"
"01843","01803","4"
"01851","01824","494"
"01851","02169","1"
"01851","02138","5"
"01854","01803","83"
"01862","01824","452"
"01853","01803","15"
"01853","02215","1"
"01880","01824","9"
"01863","01915","4"
"01867","02155","74"
"01867","02215","9"
"01886","01824","264"
"01904","02155","16"
"01890","01960","3"
"01929","01915","24"
"01929","01960","13"
"01930","02144","1"
"01906","02138","31"
"01907","01915","71"
"01907","02481","2"
"01908","01960","31"
"01913","01960","37"
"01921","01960","43"
"01949","02215","6"
"01950","02155","6"
"01950","02215","1"
"01960","01824","11"
"02021","02109","27"
"01966","02109","9"
"01970","02215","4"
"01970","02144","18"
"01970","01742","3"
"01982","01915","55"
"01983","01824","1"
"01983","02109","4"
"02021","02144","1"
"02026","02138","2"
"02030","02026","2"
"02035","02215","13"
"02035","02169","8"
"02035","02109","5"
"02062","02062","115"
"02062","02138","34"
"02066","02467","1"
"02066","02026","3"
"02066","02215","2"
"02048","02184","47"
"02048","02062","38"
"02052","02026","5"
"02052","02184","8"
"02053","02467","9"
"02054","02169","1"
"02054","02215","26"
"02054","02184","3"
"02056","01742","2"
"02061","01742","1"
"02067","02184","74"
"02072","02215","41"
"02072","02026","3"
"02093","02062","2"
"02108","01803","16"
"02110","02215","1"
"02111","01742","2"
"02113","02109","165"
"02113","02155","3"
"02081","01915","2"
"02090","02109","22"
"02067","02169","1"
"02067","02026","10"
"02119","02184","47"
"02116","02215","204"
"02116","02481","15"
"02116","02169","11"
"02118","01742","4"
"02186","02467","159"
"02322","02184","84"
"02322","02467","33"
"02155","02155","1984"
"02155","02109","140"
"02155","01803","153"
"02171","02169","301"
"02324","02215","3"
"02155","01742","2"
"02176","01915","27"
"02330","01803","3"
"02332","02481","5"
"02333","02467","6"
"02338","02138","5"
"02176","01742","3"
"02149","02144","126"
"02184","02215","14"
"02149","01824","4"
"02150","01742","1"
"02150","02109","101"
"02150","02481","4"
"02150","02155","103"
"02150","02138","11"
"02151","01960","54"
"02151","01915","15"
"02190","02184","621"
"02190","02467","3"
"02152","02109","128"
"02191","02184","234"
"02170","02155","27"
"02171","01742","1"
"02217","02109","1"
"02269","02169","7"
"02269","02481","2"
"02301","02184","360"
"02140","02138","401"
"02140","02144","290"
"02140","01803","5"
"02121","02215","308"
"02122","02215","198"
"02122","02138","2"
"02129","02109","297"
"02130","02109","291"
"02130","02169","13"
"02130","01742","1"
"02141","01803","2"
"02142","02109","41"
"02142","02144","2"
"02142","02138","1"
"02143","02215","70"
"02124","02109","201"
"02124","01803","1"
"02136","01803","1"
"02144","02144","883"
"02144","02138","247"
"02145","02169","9"
"02131","02481","176"
"02125","02169","63"
"02131","02155","8"
"02138","02155","31"
"02143","01803","28"
"02132","02109","63"
"02139","02109","108"
"02127","02215","124"
"02127","02481","42"
"02144","02467","14"
"02144","01824","3"
"02128","02026","1"
"02120","02155","3"
"02134","02109","35"
"02134","02144","11"
"02140","02169","2"
"02468","02481","104"
"02472","01824","4"
"02343","02215","14"
"02446","02138","63"
"02492","02169","1"
"02451","01915","4"
"02451","02026","2"
"03064","01824","24"
"03076","01742","1"
"02356","02062","15"
"02356","02026","2"
"02452","02169","1"
"02453","02481","416"
"02474","01960","19"
"02474","01803","71"
"13676","02215","1"
"18080","02138","1"
"19543","02169","8"
"20189","02215","1"
"20194","02215","14"
"29464","02467","3"
"29486","02467","1"
"32137","02109","3"
"33702","02215","3"
"33908","02184","1"
"34105","02481","1"
"44022","02215","20"
"02359","02109","32"
"03101","02109","6"
"03104","01915","9"
"03104","01824","1"
"03109","02109","2"
"03110","01803","1"
"03257","02109","2"
"03269","02144","1"
"03755","02109","2"
"03811","01803","4"
"03819","01803","2"
"03825","01960","2"
"03848","01960","4"
"03858","01915","3"
"02453","01960","4"
"04011","02215","3"
"04021","02481","1"
"04101","01915","1"
"04103","01915","1"
"06514","02109","2"
"07853","02215","1"
"07882","02215","16"
"02458","02169","1"
"54650","02215","3"
"78660","02155","19"
"94115","02138","1"
"94306","02138","8"
"02532","02169","3"
"02532","02481","2"
"02536","02184","14"
"02536","02481","5"
"02540","02138","3"
"02540","02481","1"
"02540","02184","15"
"02556","02481","5"
"02571","02481","2"
"02601","02215","11"
"02630","02109","6"
"02638","02467","1"
"02649","02481","10"
"02660","02169","2"
"02664","02144","1"
"02668","02184","4"
"02675","02481","2"
"02703","01960","2"
"02370","02184","412"
"02460","02109","12"
"02460","01960","2"
"02460","01742","4"
"02460","02144","6"
"02703","02109","17"
"02720","02184","3"
"02724","02138","1"
"02740","02215","4"
"02760","02062","2"
"02461","01915","1"
"02461","01742","1"
"02461","02138","13"
"02478","02467","16"
"02766","02169","4"
"02767","02169","47"
"02767","02184","27"
"02375","02169","9"
"02375","02062","2"
"02382","02184","231"
"02382","02481","7"
"02462","02109","10"
"02481","02481","428"
"02481","02215","6"
"02861","02184","2"
"02865","02184","1"
"02879","02481","3"
"02895","02215","2"
"02906","02026","1"
"03033","02155","2"
"02420","02138","30"
"03036","01824","2"
"03054","02467","2"
"02421","01824","10"
"02466","02215","40"
"02466","02109","8"
"02339","02109","18"
"02339","02138","1"
"02445","02215","300"
"02467","02215","121"
